,disposition,period,time0bk,impact,duration,depth,prad,teq,insol,model_snr,steff,slogg,srad,ra,dec,kepmag
1628,0,23.11707222,149.56221000000005,0.807,3.9948,2407.5,4.37,548.0,21.26,61.2,5275.0,4.505,0.7959999999999999,295.9024,39.918362,15.462
1630,1,66.4159789,188.13988,0.371,7.061,2053.2,3.44,376.0,4.71,33.6,5383.0,4.603,0.759,291.95099,38.251701,15.983
1631,1,8.010392900000001,135.31823,0.045,4.2713,294.1,1.88,940.0,184.38,34.6,5616.0,4.327,1.111,289.8615700000001,43.472771,14.601
1633,1,27.6666375,143.86343,0.519,6.315,324.0,2.04,622.0,35.27,24.4,5616.0,4.327,1.111,289.8615700000001,43.472771,14.601
1634,1,5.19559398,132.72178,0.054000000000000006,3.748,116.0,1.18,1085.0,327.78,16.0,5616.0,4.327,1.111,289.8615700000001,43.472771,14.601
1635,1,57.24885179999999,184.6864,0.022000000000000002,6.082999999999999,1455.6,3.19,431.0,8.17,29.8,5642.0,4.542,0.846,286.4527,42.657879,15.99
1636,1,37.055172600000006,200.20176,0.884,5.439,1028.8,3.19,498.0,14.59,23.2,5642.0,4.542,0.846,286.4527,42.657879,15.99
1637,1,16.33269981,136.90909,0.893,2.174,300.4,1.61,591.0,28.76,17.5,5208.0,4.563,0.772,299.8965100000001,46.051971,12.957
1638,1,10.05550267,173.2234,0.061,2.951,147.7,0.92,694.0,54.96,13.6,5208.0,4.563,0.772,299.8965100000001,46.051971,12.957
1639,1,9.30413878,140.33868,0.488,1.9254,637.3,1.67,583.0,27.35,24.2,4458.0,4.6110000000000015,0.6579999999999999,283.89941,41.221611,14.796
1640,1,4.33722007,132.85152,0.053,2.4973,358.5,1.63,996.0,231.86,47.9,5390.0,4.499,0.8759999999999999,281.34882000000005,44.295238,13.53
1641,1,1.653889476,132.18845,0.226,1.7242,124.4,0.97,1373.0,838.03,22.3,5390.0,4.499,0.8759999999999999,281.34882000000005,44.295238,13.53
1643,1,3.553831111,134.64066,0.74,3.1029,191.8,1.62,1292.0,658.37,77.4,6015.0,4.37,1.081,291.38223,38.127468,12.722
1644,1,1.6783263,136.05258999999998,0.91,2.5123,146.3,1.57,1659.0,1797.15,76.1,6015.0,4.37,1.081,291.38223,38.127468,12.722
1645,1,5.65378163,131.71154,0.439,1.9483,366.8,1.82,1020.0,256.14,37.8,5988.0,4.507,0.934,296.75415,49.20874,14.377
1646,1,5.99185827,136.88244,0.905,1.7215,186.3,2.75,1355.0,796.76,32.1,6157.0,4.049,1.695,299.66046,46.198421,12.239
1647,1,120.0183551,134.18742,0.58,11.637,886.0,4.54,473.0,11.84,46.1,6469.0,4.253,1.4669999999999999,286.68552,47.098221,13.255999999999998
1648,1,14.30517579,135.06301000000002,0.924,4.535,863.4,3.05,693.0,54.59,37.5,5741.0,4.555,0.846,286.27386,48.61871,15.338
1652,1,13.53953595,143.15628999999996,0.21899999999999997,4.388999999999999,134.2,2.32,1079.0,320.19,21.8,6109.0,3.985,1.9969999999999999,292.23395,41.575211,13.628
1653,1,22.7082375,133.72114,0.032,3.503,298.8,1.72,677.0,49.67,22.0,6170.0,4.472,0.992,294.26633,45.204311,14.574000000000002
1654,1,7.97033985,136.55775,0.107,2.6675,490.8,1.81,839.0,116.77,23.5,5774.0,4.567,0.818,287.87939,43.364071,15.833
1655,0,5.33459393,133.43443,0.158,2.642,226.3,0.79,627.0,36.55,14.7,4275.0,4.704,0.5329999999999999,296.97107,41.46701,14.853
1656,1,8.49640437,138.73595,0.628,2.2128,834.0,2.14,702.0,57.43,21.8,5093.0,4.586,0.7090000000000001,284.3511,40.852982,15.888
1657,1,66.18436460000001,141.62259,0.877,5.155,560.5,2.72,436.0,8.57,21.3,5640.0,4.447,0.978,292.36957,43.910809,14.862
1658,1,2.032318856,132.64394,0.009000000000000001,1.1596,287.5,1.12,1011.0,247.21,20.4,4670.0,4.635,0.682,291.66928,42.59071,15.13
1661,1,2.892216772,132.87726,0.8059999999999999,1.3596,360.5,1.31,794.0,93.66,23.9,4229.0,4.655,0.615,294.7093799999999,45.969501,15.068
1662,1,187.746606,157.35064,0.015,5.885,1583.0,2.95,267.0,1.2,20.2,5303.0,4.55,0.753,281.59415,42.596409,15.206
1663,1,2.543063763,132.68159,0.215,2.8473,152.0,1.26,1319.0,716.3,26.5,5579.0,4.3889999999999985,1.0290000000000001,295.50269,43.232792,14.736
1664,1,3.177414601,134.478892,0.7859999999999999,1.5262,1134.3,2.65,997.0,233.26,113.7,5303.0,4.63,0.708,286.16205,39.678001,14.708
1665,1,2.168451063,132.14106999999998,0.207,1.4580000000000002,466.9,2.41,1558.0,1389.18,45.5,6153.0,4.382,1.109,288.74994,48.277168,15.140999999999998
1666,1,37.8154157,141.10346,0.5329999999999999,4.662,286.4,1.21,401.0,6.09,22.4,4856.0,4.624,0.705,297.29242,49.981628,12.879
1667,1,53.5783052,171.1857,0.769,5.194,224.9,1.16,357.0,3.82,15.4,4856.0,4.624,0.705,297.29242,49.981628,12.879
1671,1,10.71253475,137.16499,0.72,2.7186,1198.6,2.02,485.0,13.09,31.2,4175.0,4.715,0.544,299.07709,45.440639,15.813
1672,1,32.563524900000004,163.46038,0.371,5.417999999999999,578.3,2.05,490.0,13.63,24.1,5225.0,4.505,0.8590000000000001,283.29214,45.434109,15.48
1674,1,6.11784972,133.61873,0.391,3.458,60.5,1.05,1211.0,509.24,25.8,6226.0,4.247,1.3330000000000002,290.23584,50.03009,12.168
1675,1,3.97599629,133.62238,0.331,2.2029,206.0,1.11,936.0,181.47,27.3,5143.0,4.561,0.778,287.52963,38.894508,14.11
1676,1,7.68478504,137.64035,0.045,2.447,274.1,1.47,830.0,112.06,21.4,5344.0,4.4689999999999985,0.907,288.8340100000001,44.838249,14.776
1677,0,0.990516282,131.84152,0.9890000000000001,2.019,101.6,3.52,2841.0,15469.83,20.4,5975.0,3.755,2.399,299.84909,47.20256,13.405
1678,1,15.0447098,133.20895,0.022000000000000002,5.8229999999999995,97.9,1.51,931.0,177.24,23.4,5798.0,4.025,1.525,293.72586,47.24704000000001,13.037
1679,0,29.0726293,136.97364,0.682,2.516,439.6,2.32,614.0,33.69,20.9,5799.0,4.37,1.042,290.3751200000001,41.43375,14.409
1680,1,1.118547814,132.84826,0.221,1.5534,234.8,0.98,1174.0,447.97,21.7,4496.0,4.65,0.6579999999999999,296.60342,44.129261,15.793
1681,1,6.42199919,134.58037,0.281,2.6192,161.6,1.25,1000.0,236.21,25.4,5985.0,4.468,0.981,291.87134,44.087379,13.862
1683,1,81.3153052,175.9957,0.013000000000000001,5.807,715.5,2.55,393.0,5.64,20.7,5325.0,4.39,0.975,294.56937,45.671261,15.111
1684,1,51.3283527,177.67418,0.5820000000000001,9.357000000000001,692.3,3.06,546.0,21.06,34.7,6119.0,4.353,1.119,281.32257000000004,48.066502,14.955
1685,1,19.791938899999998,149.30719,0.9540000000000001,3.787,383.7,2.58,736.0,69.48,22.8,6285.0,4.441,1.0390000000000001,287.38208,49.452389,14.09
1686,1,26.8475962,142.17023,0.457,10.068,254.1,3.2,800.0,96.89,39.2,5508.0,3.897,1.9880000000000002,291.88004,45.387932,12.848
1687,1,62.8917493,139.12778,0.632,6.831,791.0,2.5,384.0,5.13,22.6,5052.0,4.48,0.855,286.36746,48.423931,15.481
1688,1,14.87149773,137.69573,0.018000000000000002,2.4076,944.9,1.59,391.0,5.51,27.3,3825.0,4.749,0.524,293.67422,47.908459,15.673
1689,1,2.732767897,354.0958100000001,0.748,1.1102,613.1,1.42,687.0,52.68,27.0,3825.0,4.749,0.524,293.67422,47.908459,15.673
1690,0,119.84010190000001,161.863461,1.2690000000000001,3.6796,5448.7,26.96,255.0,1.0,83.7,4602.0,4.637,0.675,287.40244,39.190731,14.945
1691,1,9.61375316,132.185679,0.604,4.654,797.9,3.27,931.0,177.26,108.6,5997.0,4.364,1.11,290.35815,44.518749,14.283
1694,1,33.2407985,143.46683000000004,0.231,4.675,341.9,1.51,486.0,13.17,20.4,5382.0,4.5710000000000015,0.8270000000000001,290.3485100000001,50.902851,14.477
1695,0,2.97600846,132.98121,0.715,4.274,103.2,2.27,1892.0,3034.68,25.9,6208.0,3.898,2.088,290.13821,38.491184,13.4
1696,1,15.18727049,134.05495,0.8390000000000001,4.5089999999999995,292.5,1.94,789.0,91.56,21.4,6136.0,4.414,1.005,294.6148100000001,40.833172,14.724
1697,1,28.6853212,159.87094,0.922,6.307,689.1,2.69,547.0,21.09,23.8,5726.0,4.559,0.838,292.2906200000001,44.653252,15.658
1698,1,0.5880010529999999,132.058754,0.40299999999999997,1.1451,297.4,0.99,1188.0,473.45,50.9,3814.0,4.687,0.57,292.77338,44.178131,14.934
1699,1,85.7357202,170.98121,0.033,7.625,747.7,2.94,448.0,9.54,20.8,6096.0,4.397,1.077,289.4415,42.498131,15.300999999999998
1700,1,1.078389713,133.25041000000002,0.846,1.3394,300.5,1.98,1667.0,1817.38,23.6,5325.0,4.384,0.985,290.27969,41.515049,15.143
1701,1,5.03728033,134.1094,0.96,2.0619,76.3,1.55,1321.0,720.22,20.9,6387.0,4.271,1.381,294.46854,49.33102,12.189
1702,1,3.289726319,131.75522,0.052000000000000005,2.3274,234.9,1.37,1116.0,367.18,27.0,5463.0,4.492,0.91,286.28473,44.781551,14.866
1703,1,7.18644594,136.62345,0.892,1.4972,402.0,2.19,860.0,129.48,23.8,5463.0,4.492,0.91,286.28473,44.781551,14.866
1704,1,15.94248453,146.33157,0.022000000000000002,3.4894,1093.7,2.62,616.0,34.06,34.3,5376.0,4.5760000000000005,0.8059999999999999,293.82431,42.779701,15.886
1705,1,41.0081117,147.03382,0.878,4.376,1004.5,2.64,425.0,7.72,43.9,5303.0,4.63,0.708,286.16205,39.678001,14.708
1706,1,11.55562042,138.19752,0.8740000000000001,1.6758,441.5,2.11,703.0,57.75,22.7,5420.0,4.555,0.85,293.32242,42.86747,14.816
1708,1,17.13263125,147.1546,0.298,3.0555,850.2,2.31,611.0,32.91,26.4,5477.0,4.578,0.794,295.56799,42.478298,15.842
1709,1,19.023136100000002,139.65988000000002,0.698,3.431,401.6,2.04,647.0,41.5,19.7,5569.0,4.459,0.9540000000000001,292.17114,40.91630900000001,15.198
1710,1,4.57948235,135.09685,0.055,3.1060000000000003,207.1,1.35,1040.0,276.82,20.0,5569.0,4.459,0.9540000000000001,292.17114,40.91630900000001,15.198
1711,1,1.003931703,132.09988,0.023,1.4361,491.1,1.6,1419.0,962.58,25.2,4949.0,4.552,0.741,298.30273,47.694031,15.942
1712,0,0.614083885,132.46969,0.106,0.9817,389.5,2.55,2603.0,10827.22,36.4,6521.0,4.352,1.276,297.01965,49.997379,15.177
1713,1,55.822477500000005,169.03741000000005,0.031,5.457000000000001,879.6,2.13,379.0,4.85,23.7,5162.0,4.6110000000000015,0.736,287.2977,47.455441,15.624
1714,0,1.34145255,132.69106000000002,0.68,7.502000000000001,26.6,1.31,3015.0,19568.74,31.2,7495.0,3.926,2.3890000000000002,294.15366,46.309681,12.783
1715,1,6.11010439,136.91214,0.284,2.314,59.7,0.93,1125.0,378.84,11.8,6213.0,4.387,1.195,294.91156,46.491459000000006,12.716
1716,1,4.286866229,138.614882,0.757,4.4726,1321.9,4.14,1217.0,517.66,167.3,6228.0,4.441,1.0490000000000002,291.08014,43.860199,14.982
1718,1,13.39155154,133.05499,0.539,3.391,48.9,1.58,1180.0,459.23,24.5,6197.0,3.837,2.188,285.1828,43.83107800000001,10.421
1719,1,5.62904396,134.74679,0.237,3.7295,39.5,1.39,1576.0,1459.41,32.2,6197.0,3.837,2.188,285.1828,43.83107800000001,10.421
1721,1,12.33087921,361.9744,0.011000000000000001,3.0664,872.2,2.34,671.0,47.99,28.3,5376.0,4.5760000000000005,0.8059999999999999,293.82431,42.779701,15.886
1722,1,4.421566535,132.18465,0.8690000000000001,2.1229,684.0,2.19,729.0,66.94,31.9,4299.0,4.604,0.6970000000000001,281.11176,42.45491,15.18
1723,1,15.72585941,133.98774,0.122,3.8284,1313.1,2.69,602.0,31.13,32.7,5332.0,4.597,0.755,294.15332,46.166439,16.144000000000002
1724,1,1.2527538809999998,133.17054,0.4,2.1472,200.0,2.44,2199.0,5545.35,40.5,5907.0,4.041,1.705,291.1452,44.062538,14.69
1726,1,76.95705600000001,192.33682,0.638,9.551,367.1,2.09,451.0,9.81,26.5,5878.0,4.363,1.041,286.0029600000001,44.756592,14.353
1731,1,9.98970266,133.76102,0.005,3.7,988.4,2.48,705.0,58.26,24.1,5265.0,4.58,0.81,292.16858,43.779671,15.909
1732,1,5.63252508,133.81818,0.455,2.1448,634.4,2.04,844.0,119.75,70.9,5216.0,4.58,0.804,295.10995,43.915211,14.353
1733,1,1.442592305,134.07188,0.207,2.9698,166.0,2.67,2700.0,12557.23,27.1,7216.0,3.983,2.043,294.9589200000001,38.591572,11.558
1734,1,14.17222858,142.60134,0.8690000000000001,2.6297,246.8,2.39,873.0,137.33,24.5,5845.0,4.2,1.314,291.60718,38.410389,13.776
1735,1,4.92031063,135.40577,0.242,4.046,81.0,1.18,1242.0,562.99,17.7,5845.0,4.2,1.314,291.60718,38.410389,13.776
1737,1,13.82142084,131.79237,0.904,3.985,765.2,2.2,560.0,23.15,75.3,4983.0,4.66,0.6509999999999999,286.75278,49.064911,14.139
1738,0,2.30367952,133.76908999999998,0.9640000000000001,3.0898,136.4,1.3,1384.0,866.21,18.9,6191.0,4.546,0.865,287.80408,43.168961,15.206
1740,1,11.08507658,355.03627,0.8190000000000001,1.751,771.8,2.5,665.0,46.17,17.7,5080.0,4.538,0.7929999999999999,291.88126,44.555729,15.938
1741,1,0.571038347,131.653752,0.8759999999999999,1.1267,242.1,1.65,1897.0,3069.59,38.2,5132.0,4.457,0.8859999999999999,291.04993,39.14167,14.098
1743,1,4.51005082,134.56954,0.115,2.1533,294.8,1.74,1063.0,301.74,21.5,5362.0,4.352,1.032,296.04233,45.985142,14.979
1744,1,37.646851899999994,161.46355,0.008,6.343999999999999,427.4,5.37,787.0,90.85,31.0,5443.0,3.74,2.6519999999999997,291.64624,39.396629,14.288
1746,1,12.466004437,134.00325800000002,0.209,5.0066,2232.1,5.65,897.0,152.76,304.6,6038.0,4.284,1.1909999999999998,291.11188,39.949108,14.247
1747,1,2.361724472,133.23932,0.009000000000000001,1.2167,587.0,1.53,922.0,170.59,34.6,4478.0,4.615,0.6509999999999999,284.10779,44.245811,15.658
1748,1,34.76305429999999,161.74217,0.731,4.309,293.7,1.75,554.0,22.23,24.0,5670.0,4.387,0.95,292.32645,38.657581,13.865
1749,1,20.0545282,136.56587,0.9390000000000001,7.172999999999999,305.4,2.63,755.0,76.97,26.9,6056.0,4.332,1.209,291.2562,49.258949,14.880999999999998
1750,1,3.17059731,132.67813,0.7929999999999999,1.6686,325.4,1.69,1080.0,321.28,20.1,5431.0,4.563,0.843,285.89923,48.307301,15.353
1751,1,27.014262199999997,132.52245,0.009000000000000001,5.385,287.6,2.0,677.0,49.65,25.5,5949.0,4.303,1.1840000000000002,295.422,38.735691,13.86
1752,1,12.50945798,136.99217,0.626,3.4789999999999996,155.3,1.54,875.0,138.54,16.0,5949.0,4.303,1.1840000000000002,295.422,38.735691,13.86
1753,1,26.0203329,154.5286,0.7040000000000001,4.965,1164.4,4.53,675.0,49.09,23.7,5624.0,4.218,1.244,290.4745200000001,37.766602,15.889
1754,1,0.769854899,132.51944,0.705,1.0243,109.6,0.93,1650.0,1756.8,28.7,5173.0,4.55,0.8220000000000001,293.1311,45.663551,13.829
1755,1,6.89226333,132.4644,0.061,2.4921,214.4,2.13,1156.0,422.14,22.4,5862.0,4.148,1.463,281.83145,42.298908,14.207
1756,1,8.07127043,137.76604,0.271,2.3930000000000002,318.2,1.53,856.0,126.94,16.9,5766.0,4.517,0.853,292.83215,48.21936,15.553
1757,1,11.01819178,139.87858,0.883,4.635,545.7,2.64,840.0,117.97,22.0,6075.0,4.4860000000000015,0.9690000000000001,285.72079,40.85696,15.832
1758,1,30.950592699999998,153.84507,0.958,5.394,301.4,1.51,428.0,7.91,23.2,4983.0,4.66,0.6509999999999999,286.75278,49.064911,14.139
1761,0,3.979867514,132.071233,1.216,2.3607,907.6,26.5,1173.0,446.89,65.2,6032.0,4.485,0.973,295.6402,40.794842,14.782
1764,1,9.69310837,134.53003,0.534,2.734,1130.7,2.12,609.0,32.4,30.4,4818.0,4.6389999999999985,0.618,291.80801,38.6227,15.914
1765,0,24.259830100000002,132.47982,1.244,3.897,1540.3,25.42,547.0,21.13,26.3,5485.0,4.574,0.805,286.94415,42.580631,15.962
1766,0,116.52143170000001,144.13378,1.26,5.577000000000001,771.5,44.41,457.0,10.33,25.0,6056.0,4.1789999999999985,1.411,286.37,37.552521,13.806
1767,1,0.8131663570000001,131.82536000000002,0.06,1.4122,173.5,1.14,1693.0,1945.44,34.8,5237.0,4.5,0.887,287.94562,39.230572,14.113
1769,1,24.08632177,148.20086,0.802,2.2359999999999998,1041.7,2.78,500.0,14.78,18.0,4973.0,4.537,0.768,281.6939700000001,46.946449,15.464
1771,0,17.40208965,141.93057,1.216,3.745,616.5,16.37,422.0,7.49,20.9,4098.0,4.662,0.615,291.37744,47.21257,15.245
1772,1,37.9456138,134.78331,0.263,4.093,1032.9,2.79,515.0,16.61,24.0,5861.0,4.546,0.865,289.1427,46.812889,15.939
1773,0,1.141877248,170.3386848,0.598,4.33931,309490.0,88.62,2184.0,5358.79,2036.3,6158.0,4.152,1.368,285.39404,38.904911,13.418
1774,0,5.77675928,143.09616,1.272,6.789,3522.5,32.77,954.0,195.79,141.4,5544.0,4.435,0.875,298.80206,44.420349,14.572
1775,1,24.173824399999997,135.62471000000002,0.251,3.056,532.6,2.21,595.0,29.69,21.5,5468.0,4.427,0.968,297.91974,45.274158,15.056
1778,1,1.217000383,132.03128,0.027999999999999997,1.3285,459.8,1.58,1314.0,707.61,26.5,4859.0,4.545,0.757,295.93842,49.791142,15.975
1779,1,13.682379800000001,139.18611,0.595,4.1530000000000005,179.6,1.43,802.0,97.74,17.0,6102.0,4.457,1.026,295.06424,49.35899000000001,14.5
1781,1,8.79618433,135.67645,0.05,3.3781,286.3,1.77,938.0,183.26,27.0,6142.0,4.456,1.046,295.46338,45.81274000000001,15.159
1783,1,14.36270451,141.435,0.272,4.564,349.4,2.31,918.0,167.88,26.8,6643.0,4.357,1.216,296.96881,47.751492,14.612
1785,1,6.24667547,136.38688,0.877,11.261,396.8,14.93,1902.0,3095.83,63.6,4604.0,2.9360000000000004,6.221,285.67288,44.11673,12.495
1786,1,2.3445125890000003,132.87316,0.8029999999999999,1.4116,58.9,0.97,1471.0,1106.25,21.9,5821.0,4.328,1.1320000000000001,290.54364,47.725887,12.589
1787,1,5.766165572999999,134.01725,0.017,3.8314,364.8,2.27,1159.0,426.48,65.6,6038.0,4.284,1.1909999999999998,291.11188,39.949108,14.247
1788,1,18.3027235,142.89166,0.742,8.262,186.7,2.72,902.0,156.71,24.7,5528.0,3.892,1.839,292.71445,44.082329,14.31
1789,1,2.888904439,132.15271,0.77,1.6043,402.2,1.68,976.0,215.06,23.7,4895.0,4.589,0.759,287.30283,39.289688,15.195
1790,1,17.14648756,140.66122,0.9179999999999999,4.2354,440.3,3.64,811.0,102.24,28.3,5559.0,4.127,1.412,290.04327,47.25798,14.941
1791,1,16.09227518,142.51658999999995,0.932,2.1072,128.5,0.98,503.0,15.15,18.1,4657.0,4.641,0.67,294.94858,46.438641,12.485
1793,1,62.784398100000004,157.30698,0.272,4.81,325.0,2.28,530.0,18.7,21.1,6053.0,4.279,1.26,295.70111,38.945831,13.358
1797,0,5.24242029,133.23047,0.863,6.412999999999999,334.9,3.86,1367.0,825.0,20.1,5383.0,3.824,1.829,294.3847,46.157841,15.83
1798,1,35.9682692,138.66885,0.883,2.839,269.7,2.95,674.0,48.68,21.0,5883.0,4.149,1.5290000000000001,292.80865,49.579441,13.848
1799,1,25.3690868,143.68698999999995,0.845,4.746,110.1,1.67,755.0,76.9,21.6,6126.0,4.224,1.406,287.5849,49.154789,12.476
1801,1,42.3006282,168.77783,0.26899999999999996,4.372,507.9,2.54,558.0,22.94,23.8,5852.0,4.353,1.129,289.4067100000001,39.33884000000001,14.765999999999998
1802,0,0.838597429,141.537817,1.274,1.68668,2482.1,44.67,2278.0,6353.25,303.7,6366.0,4.352,1.236,294.9133,41.074711,14.784
1803,1,55.1866213,180.75953,0.225,9.133,375.5,2.47,568.0,24.56,36.2,6178.0,4.269,1.2670000000000001,296.80344,46.74115,13.573
1804,0,1.728528176,131.80851,0.787,3.682,197.6,5.07,2720.0,12977.86,26.2,6153.0,3.597,3.279,295.50107,40.410225,12.99
1805,1,14.97436238,141.50056999999995,0.092,2.4461,265.4,1.28,631.0,37.53,24.9,5311.0,4.532,0.8,299.23694,45.834702,13.747
1806,1,3.97076603,134.63962,0.775,1.814,349.2,1.6,958.0,198.43,23.9,5178.0,4.521,0.778,295.30817,43.044411,15.443
1807,1,2.352273912,131.80267,0.095,1.7389,318.6,1.29,1019.0,255.03,20.4,4816.0,4.6080000000000005,0.748,286.71661,47.425629,15.848
1808,0,22.042595300000002,134.1281,1.1909999999999998,61.2018,348.0,28.78,760.0,78.85,90.4,5974.0,4.216,1.26,296.2550700000001,42.53022,12.999
1814,1,106.247882,135.7435,0.586,13.78,397.4,2.01,377.0,4.75,24.0,5679.0,4.435,0.972,286.67145,49.406288,14.552
1815,1,8.508333104,134.785645,0.004,3.4559,646.5,2.6,909.0,161.66,93.4,5767.0,4.396,1.03,295.95135,43.852051,14.175999999999998
1816,1,12.94123564,139.89901,0.027999999999999997,4.636,328.8,1.7,795.0,94.29,22.1,6119.0,4.497,0.938,296.85342,50.03735,15.012
1817,1,5.349791000000001,133.8836,0.867,4.279,88.8,1.29,1156.0,422.79,23.3,6074.0,4.368,1.183,289.48581,50.94416,13.386
1819,1,5.26211833,136.37566,0.71,3.2439999999999998,194.5,1.95,1166.0,436.61,20.3,5587.0,4.188,1.3090000000000002,299.13617,45.86993,14.623
1820,1,12.162819500000001,137.52402,0.971,2.3161,306.3,3.14,882.0,142.77,15.2,5587.0,4.188,1.3090000000000002,299.13617,45.86993,14.623
1821,1,23.554101199999998,144.21486000000004,0.536,7.3,95.2,2.33,1381.0,859.63,29.9,9565.0,4.088,2.286,294.99176,40.144409,11.98
1822,1,41.6977582,134.24608,0.018000000000000002,5.513,684.8,2.26,488.0,13.45,27.7,5730.0,4.545,0.87,291.93365,44.115501,15.265
1823,1,4.79029482,134.95277,0.46,2.7219,142.0,1.01,938.0,183.02,23.1,5412.0,4.562,0.843,292.08478,49.23748,14.102
1824,1,38.6715843,157.61988,0.773,5.532,599.3,2.45,502.0,15.03,25.2,5432.0,4.42,0.9129999999999999,299.9656700000001,44.16088900000001,14.94
1825,1,8.32651854,135.58655,0.782,5.483,267.9,1.8,938.0,182.69,27.2,6057.0,4.45,1.0,297.01913,44.327518,15.06
1826,1,5.53533152,132.76086999999998,0.051,2.793,260.6,1.75,1054.0,292.33,27.5,5588.0,4.331,1.1,289.388,50.59705,14.514
1827,1,16.7261969,143.74673,0.496,2.708,194.9,1.56,729.0,66.83,11.6,5588.0,4.331,1.1,289.388,50.59705,14.514
1828,1,21.58752788,142.96728000000004,0.009000000000000001,4.4968,336.8,2.18,747.0,73.42,34.0,6038.0,4.284,1.1909999999999998,291.11188,39.949108,14.247
1830,1,3.2828023999999996,131.89965,0.159,3.2532,142.5,1.79,1467.0,1093.39,24.4,5640.0,4.087,1.515,294.1379100000001,42.370499,14.686
1834,1,2.685054445,132.60443,0.762,1.0473,252.7,1.46,1137.0,395.08,28.9,5266.0,4.484,0.8290000000000001,284.09763,47.810638,14.077
1835,1,16.8600805,139.84916,0.682,5.557,273.4,1.71,765.0,80.9,22.4,6205.0,4.419,0.973,295.88751,43.156059,14.989
1836,1,1.54320541,131.5554,0.217,2.5779,91.2,1.23,1827.0,2636.85,35.2,5866.0,4.2,1.2819999999999998,289.35867,50.59848,13.38
1837,1,49.5004725,139.04294,0.162,5.772,965.2,2.49,402.0,6.2,27.8,4954.0,4.5,0.828,291.2431,44.00872,15.565
1838,1,6.47539108,137.5825,0.486,2.7048,530.6,1.92,793.0,93.41,28.1,4954.0,4.5,0.828,291.2431,44.00872,15.565
1839,1,16.85825609,142.34288999999995,0.763,2.0728,759.6,2.51,576.0,26.05,21.8,4954.0,4.5,0.828,291.2431,44.00872,15.565
1840,0,3.132604547,136.010454,1.251,3.6337,9969.2,48.73,1444.0,1028.81,222.3,6248.0,4.328,1.181,289.26166,47.815521,13.499
1841,1,2.949029106,133.13832,0.044000000000000004,2.0311,358.3,1.48,1027.0,263.92,29.3,4983.0,4.512,0.807,290.91449,42.286579,15.333
1842,1,37.8658964,134.36237,0.18,4.782,395.2,2.01,543.0,20.61,25.9,5757.0,4.431,1.0170000000000001,291.77164,47.5299,14.5
1843,1,8.30865307,138.10788,0.33299999999999996,3.2747,836.1,2.42,747.0,73.53,74.3,5022.0,4.485,0.8490000000000001,291.6409,41.241039,14.817
1844,1,11.93205399,142.10648,0.12300000000000001,6.205,178.5,1.83,905.0,158.22,32.3,5711.0,4.221,1.391,283.19208,41.305389,13.353
1845,1,7.54235832,132.96116999999998,0.318,4.73,132.5,1.59,1054.0,292.19,25.8,5711.0,4.221,1.391,283.19208,41.305389,13.353
1846,1,5.02818253,134.10891,0.3,3.5260000000000002,181.3,2.03,1272.0,620.0,26.1,5640.0,4.087,1.515,294.1379100000001,42.370499,14.686
1847,1,1.897828815,132.6785,0.22699999999999998,2.7114,132.4,1.73,1761.0,2278.95,27.2,5640.0,4.087,1.515,294.1379100000001,42.370499,14.686
1848,1,10.62788695,137.81843,0.473,4.5760000000000005,326.7,1.87,872.0,136.34,22.6,6082.0,4.445,1.014,292.54752,41.64296,15.401
1850,1,1.104462494,132.32134,0.151,1.0458,469.1,1.6,1397.0,898.79,35.3,5002.0,4.543,0.753,290.95355,45.719528,15.277
1851,1,4.89336495,133.6449,0.218,3.485,138.3,1.6,1374.0,842.45,15.9,6688.0,4.3039999999999985,1.347,289.74731,39.523453,13.827
1852,1,11.17392077,134.70626,0.025,3.307,324.8,1.64,796.0,94.84,21.4,5911.0,4.519,0.914,296.30795,43.82135,15.356
1854,0,0.512407185,132.240449,0.301,1.0579,329.2,1.03,1255.0,583.45,46.1,3862.0,4.69,0.563,282.28439,42.15419,14.78
1857,1,33.4178173,155.58781000000005,0.9129999999999999,4.645,1166.8,3.13,448.0,9.56,28.4,5136.0,4.607,0.7440000000000001,283.16196,45.198311,15.824000000000002
1858,1,2.053341891,134.51606,0.966,2.596,65.5,1.44,1737.0,2154.14,23.2,6084.0,4.204,1.358,290.10196,48.251141,12.217
1860,1,18.78429232,137.88207,0.6579999999999999,3.1136,1009.5,2.14,433.0,8.3,23.8,4243.0,4.637,0.6409999999999999,295.25116,45.842972,15.561
1861,1,3.61460279,134.69521,0.516,3.227,64.8,1.14,1347.0,776.7,14.9,5711.0,4.221,1.391,283.19208,41.305389,13.353
1862,1,13.15140223,144.16236999999995,0.872,5.439,97.8,1.87,1008.0,243.84,25.5,6154.0,4.12,1.636,297.78659,47.88612,12.071
1864,0,7.47763833,133.40976,0.012,2.5693,110.0,2.05,1346.0,776.56,26.2,5957.0,3.849,1.953,300.22519,43.758179,11.539
1865,1,42.191833100000004,155.31211000000005,0.067,7.082999999999999,488.7,2.35,526.0,18.08,25.7,5520.0,4.339,1.08,288.28052,46.3409,15.06
1866,1,3.73090026,132.89428,0.8220000000000001,2.9095,191.2,1.48,1128.0,383.51,24.0,5709.0,4.489,0.95,294.18927,45.151581,14.966
